ID,target
mp-1018723,0.32
mp-10326,0.2
mp-10904,0.32
mp-11515,0.26
mp-11974,0.34
mp-13126,0.33
mp-13686,0.24
mp-1458,0.3
mp-15637,0.21
mp-15639,-0.4
mp-15724,0.24
mp-15960,0.23
mp-16358,0.38
mp-17287,0.21
mp-1882,0.32
mp-19845,0.27
mp-20175,0.23
mp-20920,0.28
mp-2133,0.36
mp-2209,0.17
mp-22478,0.28
mp-22936,0.22
mp-24,0.05
mp-2490,0.22
mp-2580,0.2
mp-2654,0.23
mp-28171,0.22
mp-2877,0.21
mp-2958,0.22
mp-3,1.82
mp-30044,0.57
mp-3642,0.35
mp-3895,0.27
mp-4096,0.29
mp-417,0.31
mp-4247,0.31
mp-505531,0.24
mp-5229,0.24
mp-567666,0.29
mp-572,0.35
mp-600,0.65
mp-600125,0.32
mp-7079,0.29
mp-7474,0.39
mp-7586,0.35
mp-866143,0.3
mp-866223,0.3
mp-950995,0.28
mp-972540,0.32
mp-973133,0.23
mp-979339,0.29
mp-9801,0.28
mp-983556,0.34
mp-10040,0.52
mp-1008925,0.04
mp-10115,0.29
mp-1016932,0.16
mp-1039119,0.39
mp-1040472,0.23
mp-1077,0.25
mp-13008,0.22
mp-1329,0.3
mp-14226,0.47
mp-1444,0.3
mp-1589,0.34
mp-16371,0.26
mp-18816,0.32
mp-2089,0.29
mp-2676,0.22
mp-27381,0.28
mp-32311,0.15
mp-341,0.2
mp-3589,0.12
mp-40793,0.31
mp-472,0.46
mp-504691,0.3
mp-5370,0.33
mp-546711,0.35
mp-568083,0.12
mp-570713,0.36
mp-571648,0.33
mp-622497,0.3
mp-622990,1.27
mp-631484,0.59
mp-636320,0.28
mp-636334,0.36
mp-672356,0.52
mp-676518,0.27
mp-6980,0.31
mp-730,0.23
mp-753799,0.28
mp-754940,0.22
mp-7942,0.21
mp-8161,0.32
mp-8431,0.33
mp-8468,0.39
mp-862871,0.37
mp-865340,0.37
mp-865506,0.3
mp-9194,0.29
mp-972659,0.24
mp-974370,0.3
mp-976411,0.48
mp-999390,0.31
mp-1008805,0.24
mp-1017542,0.33
mp-1018809,0.22
mp-1019362,0.31
mp-1039198,0.41
mp-1059,0.33
mp-10740,0.3
mp-11284,0.16
mp-11725,0.33
mp-12527,0.22
mp-12703,0.33
mp-12962,0.28
mp-14168,0.29
mp-1549,0.33
mp-18093,0.34
mp-19830,0.19
mp-21910,0.37
mp-230,0.26
mp-23047,0.24
mp-23562,0.27
mp-24150,0.22
mp-2420,0.28
mp-24201,-4.35
mp-24659,0.27
mp-2488,0.33
mp-2767,0.24
mp-27678,0.2
mp-27705,0.19
mp-2812,0.23
mp-2917,0.21
mp-29816,0.36
mp-30160,0.49
mp-30423,0.39
mp-30610,0.35
mp-3822,0.29
mp-4180,0.29
mp-561317,0.29
mp-601,0.23
mp-616440,0.07
mp-616559,0.26
mp-631489,3.34
mp-69,0.24
mp-7700,0.41
mp-8311,0.26
mp-834,0.29
mp-864915,0.41
mp-865029,0.53
mp-866024,0.4
mp-9571,0.24
mp-972808,0.28
mp-973143,0.33
mp-973561,0.46
mp-977541,0.32
mp-978846,0.38
mp-990440,0.24
mp-997082,0.35
mp-10102,0.31
mp-1013564,0.49
mp-1017515,0.36
mp-10437,0.33
mp-1118,0.35
mp-12762,0.23
mp-13536,0.31
mp-1949,0.37
mp-19921,0.31
mp-22232,0.29
mp-22276,0.41
mp-22389,0.25
mp-22434,0.25
mp-2258,0.35
mp-23288,0.21
mp-27693,0.19
mp-28166,0.23
mp-3078,0.28
mp-30798,0.26
mp-3336,0.31
mp-4720,0.34
mp-541196,0.24
mp-542090,0.12
mp-546,0.33
mp-546910,2.14
mp-558674,0.36
mp-569600,0.25
mp-582011,0.27
mp-5921,0.37
mp-7066,0.28
mp-7771,0.25
mp-8285,0.36
mp-863672,0.3
mp-866131,0.36
mp-88,0.24
mp-9490,0.34
mp-959,0.27
mp-976220,0.42
mp-977455,0.36
mp-999495,0.36
mp-1009006,0.44
mp-1078600,0.29
mp-10931,0.27
mp-11549,0.32
mp-12581,0.35
mp-15635,0.52
mp-1634,0.18
mp-19091,0.2
mp-20311,0.22
mp-20344,0.33
mp-21890,0.3
mp-27827,0.29
mp-2879,0.27
mp-30595,0.34
mp-31379,0.36
mp-4230,0.17
mp-546621,0.27
mp-557259,0.26
mp-567454,0.27
mp-568258,-0.26
mp-568556,0.14
mp-631404,0.48
mp-631536,0.49
mp-675766,0.32
mp-6794,0.38
mp-697096,0.27
mp-7191,0.24
mp-754213,0.26
mp-8409,0.24
mp-849388,0.3
mp-861900,0.37
mp-865320,0.31
mp-867262,0.31
mp-966,0.26
mp-972640,0.3
mp-973920,0.31
mp-977408,0.28
mp-978555,0.38
mp-998970,0.41
mp-999200,0.26
mp-1007824,0.3
mp-1019584,0.27
mp-1025437,0.37
mp-1052,0.34
mp-11342,0.24
mp-11540,0.5
mp-1203,0.27
mp-12892,0.01
mp-15252,0.3
mp-19051,0.52
mp-20197,0.24
mp-20874,0.23
mp-2116,0.38
mp-22152,0.23
mp-2358,0.23
mp-2693,0.26
mp-27418,0.32
mp-27718,-0.12
mp-27850,0.22
mp-30062,0.24
mp-30501,0.34
mp-3507,0.33
mp-4836,0.3
mp-504677,0.22
mp-550437,0.32
mp-552934,0.34
mp-561830,0.31
mp-567636,0.33
mp-570437,0.27
mp-570452,0.33
mp-754475,0.38
mp-861909,0.33
mp-864791,0.38
mp-865113,0.35
mp-865159,0.24
mp-865710,0.52
mp-865716,0.32
mp-865801,0.34
mp-866196,0.19
mp-867235,0.31
mp-961659,0.3
mp-989521,0.48
mp-989551,0.46
mp-1008813,-0.96
mp-1016843,0.49
mp-1019108,0.3
mp-1020059,0.22
mp-10201,0.16
mp-10435,0.28
mp-10893,0.59
mp-11107,0.35
mp-11178,0.27
mp-14019,0.31
mp-14622,0.49
mp-16526,0.37
mp-19141,0.28
mp-19414,0.34
mp-2019,0.74
mp-21479,-0.81
mp-22631,0.34
mp-24650,0.17
mp-282,0.28
mp-29152,0.28
mp-30315,0.32
mp-4563,0.26
mp-468,0.03
mp-510557,0.3
mp-5380,0.2
mp-556004,0.22
mp-568687,0.26
mp-569376,0.29
mp-6065,0.27
mp-676586,0.32
mp-7761,0.38
mp-7885,0.34
mp-809,0.36
mp-811,0.31
mp-8290,0.31
mp-862366,0.31
mp-862705,0.29
mp-862814,0.41
mp-862890,0.42
mp-865167,0.39
mp-866104,0.4
mp-867249,0.24
mp-867748,0.3
mp-867887,0.37
mp-867894,0.25
mp-8884,0.28
mp-921,0.32
mp-947,0.41
mp-971752,0.23
mp-971859,0.53
mp-977396,0.32
mp-978504,0.27
mp-984717,0.06
mp-9964,0.36
mp-1,0.38
mp-1002184,0.69
mp-1008901,0.4
mp-1016849,0.34
mp-1016854,0.08
mp-1018022,0.28
mp-1157,0.34
mp-11697,0.21
mp-119,-0.08
mp-12782,0.2
mp-128,0.2
mp-21206,-0.28
mp-23309,0.26
mp-2624,0.25
mp-2662,0.22
mp-28233,0.25
mp-29153,0.27
mp-29771,0.33
mp-30079,0.45
mp-3982,0.28
mp-4013,0.26
mp-402,0.28
mp-4448,0.19
mp-4466,0.23
mp-4573,0.25
mp-510436,0.39
mp-570099,0.44
mp-571133,0.25
mp-601848,0.28
mp-631318,0.55
mp-631554,12.73
mp-669546,0.31
mp-696128,0.34
mp-7140,0.16
mp-7755,0.14
mp-8623,0.3
mp-862662,0.25
mp-862714,-0.32
mp-864611,0.4
mp-971922,0.27
mp-972899,0.34
mp-973256,0.0
mp-973841,0.26
mp-976017,0.31
mp-977424,0.21
mp-9810,0.34
mp-9942,0.15
mvc-14629,0.22
mp-10064,0.56
mp-1029756,0.33
mp-10300,0.26
mp-10525,0.67
mp-11192,0.19
mp-1229,0.34
mp-21163,0.4
mp-23056,0.24
mp-24161,0.55
mp-24728,0.28
mp-2670,0.38
mp-27630,0.12
mp-27632,0.15
mp-3388,0.27
mp-3963,0.32
mp-557686,0.31
mp-568695,0.25
mp-568823,0.39
mp-568891,0.54
mp-569149,0.04
mp-569875,0.29
mp-631335,0.31
mp-642659,0.37
mp-754672,0.34
mp-7596,0.3
mp-7644,0.3
mp-862631,0.27
mp-864995,0.26
mp-865011,0.28
mp-865019,0.3
mp-865321,0.31
mp-8861,0.28
mp-8880,0.27
mp-9517,0.32
mp-975159,0.58
mp-975822,0.29
mp-978988,0.36
mp-9814,0.34
mp-982558,0.31
mvc-15694,0.24
mp-1008903,0.4
mp-1010953,0.43
mp-1013719,0.28
mp-1022732,0.34
mp-10739,0.3
mp-113,0.3
mp-1748,0.32
mp-19765,0.25
mp-1990,0.27
mp-21008,0.29
mp-22693,0.23
mp-22992,0.24
mp-23703,0.08
mp-2515,0.32
mp-27927,0.31
mp-28302,0.3
mp-300,0.32
mp-30181,0.31
mp-30506,0.28
mp-30850,0.35
mp-31328,0.4
mp-3519,0.33
mp-3988,0.32
mp-4019,0.25
mp-4195,0.32
mp-4748,0.22
mp-504600,0.32
mp-5386,0.27
mp-557569,0.23
mp-560203,0.19
mp-569089,0.24
mp-579496,0.3
mp-7121,0.28
mp-783905,0.31
mp-8085,0.22
mp-861617,0.36
mp-862821,0.43
mp-863655,0.35
mp-865041,-1.24
mp-865665,0.3
mp-865992,0.31
mp-867869,0.36
mp-9592,0.26
mp-962065,0.19
mp-972892,0.54
mp-976763,0.3
mp-977200,0.42
mp-977416,0.36
mp-978489,0.28
mp-999204,0.22
mp-1008911,0.19
mp-1019100,0.24
mp-1021327,0.1
mp-10752,0.24
mp-10930,0.28
mp-1108,0.23
mp-12067,0.61
mp-13092,0.29
mp-1581,0.18
mp-19231,0.35
mp-20136,0.27
mp-21382,0.26
mp-2154,0.23
mp-23141,0.27
mp-23154,0.21
mp-2578,0.3
mp-28145,0.28
mp-29151,0.2
mp-30454,0.3
mp-31900,0.36
mp-33551,0.32
mp-419,0.26
mp-4842,0.27
mp-5339,0.3
mp-567856,0.32
mp-571011,0.32
mp-5821,0.3
mp-754596,0.46
mp-7608,0.29
mp-764648,0.23
mp-7812,0.1
mp-781625,0.31
mp-862446,0.27
mp-864806,0.38
mp-865499,0.3
mp-865924,0.45
mp-867800,0.36
mp-867897,0.29
mp-972653,0.33
mp-982780,0.11
mp-9884,0.31
mp-995122,0.18
mp-999201,0.38
mvc-4415,0.36
mvc-5884,0.31
mp-1002209,1.51
mp-1019380,0.22
mp-1099,0.3
mp-1180,0.32
mp-12765,0.33
mp-1561,0.34
mp-15845,0.27
mp-16496,0.31
mp-17892,0.28
mp-19790,0.2
mp-20943,0.38
mp-21481,0.28
mp-2242,0.18
mp-24066,0.28
mp-28627,0.27
mp-29135,0.27
mp-29868,0.29
mp-3190,0.22
mp-3759,0.26
mp-4860,0.32
mp-5127,0.3
mp-5292,0.27
mp-545482,0.25
mp-567276,0.41
mp-569548,0.4
mp-5773,0.33
mp-604908,0.24
mp-631509,0.62
mp-634751,0.22
mp-6879,0.31
mp-7349,0.26
mp-754218,0.36
mp-768241,0.32
mp-770997,0.32
mp-8181,0.25
mp-8231,0.29
mp-863715,0.38
mp-865813,0.27
mp-865952,0.49
mp-867979,0.43
mp-961691,0.71
mp-977375,0.26
mp-9778,0.29
mp-983425,0.29
mp-984523,0.1
mp-985585,0.21
mp-996995,0.31
mp-10008,0.78
mp-1008284,0.15
mp-1008999,0.14
mp-1009458,0.32
mp-1011375,0.22
mp-1016442,0.27
mp-1017629,0.37
mp-1018683,0.33
mp-10250,0.25
mp-1158,0.33
mp-11801,0.21
mp-1335,0.36
mp-1667,0.38
mp-1808,0.38
mp-19219,0.28
mp-2001,0.32
mp-21847,0.3
mp-22463,0.37
mp-30599,0.34
mp-31080,0.21
mp-4022,0.24
mp-4664,0.46
mp-634381,0.41
mp-644483,0.4
mp-644751,0.21
mp-752927,0.35
mp-755144,0.23
mp-779328,0.38
mp-8136,0.3
mp-861646,0.44
mp-861653,0.36
mp-862563,0.32
mp-863707,0.24
mp-865023,0.3
mp-865537,0.3
mp-867157,0.36
mp-867273,0.33
mp-867361,0.37
mp-867978,0.36
mp-8995,0.31
mp-903,0.36
mp-962070,0.58
mp-972069,0.27
mp-979421,0.29
mp-982664,0.11
mp-9850,0.23
mvc-11224,0.3
mp-10009,0.26
mp-1007657,0.31
mp-1018635,0.44
mp-1018728,0.32
mp-1025208,0.23
mp-1029536,0.3
mp-11029,0.25
mp-15963,0.31
mp-1725,0.27
mp-1784,0.3
mp-18337,0.16
mp-18852,0.27
mp-19384,0.27
mp-19716,0.19
mp-20025,0.21
mp-20523,0.19
mp-21202,0.27
mp-27731,0.4
mp-30591,0.26
mp-31442,0.5
mp-3849,0.34
mp-4156,0.26
mp-559931,0.06
mp-565,0.31
mp-567510,0.27
mp-567589,0.18
mp-5690,0.29
mp-570155,0.25
mp-571188,0.27
mp-580226,0.45
mp-626794,0.36
mp-627380,0.2
mp-6326,0.32
mp-634431,0.31
mp-642363,-0.01
mp-755877,0.26
mp-8126,0.23
mp-8267,0.45
mp-862898,0.45
mp-8634,0.3
mp-989460,0.46
mp-1001831,0.4
mp-1007974,0.28
mp-1008530,0.33
mp-1008726,0.64
mp-1009878,1.1
mp-1025478,0.37
mp-10675,0.37
mp-11539,0.28
mp-13071,0.23
mp-13431,0.35
mp-16566,0.33
mp-1794,0.12
mp-1871,0.3
mp-18807,0.41
mp-20202,0.23
mp-2025,0.15
mp-20761,0.26
mp-20790,0.24
mp-20932,0.3
mp-21028,0.36
mp-21201,0.31
mp-22346,0.28
mp-22648,0.33
mp-22872,0.24
mp-23138,0.32
mp-24722,0.36
mp-2688,0.26
mp-27666,0.43
mp-30582,0.46
mp-3163,0.23
mp-3448,0.23
mp-361,0.46
mp-3834,0.24
mp-398,0.34
mp-4964,0.29
mp-539,0.2
mp-570677,0.25
mp-583,0.28
mp-674334,0.29
mp-684673,0.78
mp-7142,0.41
mp-754134,0.3
mp-754185,0.33
mp-755769,0.37
mp-8435,-0.4
mp-8487,0.31
mp-862360,0.35
mp-864945,0.28
mp-864997,0.38
mp-865434,0.3
mp-867263,0.39
mp-972767,0.55
mp-975207,0.34
mp-975346,0.26
mp-977283,0.34
mp-977367,0.39
mp-977554,0.35
mp-999296,0.4
mp-1009008,0.27
mp-1009746,0.38
mp-10711,0.17
mp-13949,0.26
mp-1571,0.3
mp-16730,0.54
mp-16765,0.22
mp-1876,0.47
mp-20228,0.43
mp-20608,0.31
mp-22522,0.26
mp-27257,0.33
mp-30337,0.19
mp-30358,0.33
mp-30408,0.37
mp-30797,0.29
mp-33880,0.3
mp-36329,0.34
mp-37381,0.3
mp-5170,0.28
mp-541014,0.29
mp-549720,0.23
mp-551758,-0.05
mp-560340,0.33
mp-569360,0.3
mp-571039,0.31
mp-604313,1.22
mp-628606,0.3
mp-631377,0.21
mp-631543,0.04
mp-7523,0.3
mp-7936,0.22
mp-7951,0.34
mp-846,0.25
mp-862424,0.3
mp-864930,0.32
mp-864992,0.32
mp-865138,0.31
mp-867252,0.32
mp-867985,0.39
mp-8948,0.3
mp-9514,0.22
mp-961679,0.5
mp-9665,0.32
mp-971761,1.4
mp-973633,0.29
mp-980392,0.36
mp-997025,0.42
mp-9986,0.33
mp-1002227,0.64
mp-1008653,0.45
mp-1025390,0.24
mp-1025421,0.34
mp-1077723,0.31
mp-12647,0.32
mp-12665,0.37
mp-15659,0.41
mp-1566,0.26
mp-17413,0.34
mp-1746,0.27
mp-19094,0.28
mp-195,0.32
mp-19928,0.29
mp-20298,0.33
mp-22749,0.28
mp-29145,0.27
mp-29733,0.29
mp-4104,0.31
mp-4732,0.22
mp-549970,0.33
mp-556546,0.28
mp-571599,0.35
mp-7092,0.22
mp-7173,0.29
mp-7457,0.25
mp-753192,0.22
mp-769111,0.35
mp-771055,0.28
mp-861993,0.35
mp-865149,0.41
mp-865615,0.3
mp-867828,0.36
mp-867837,0.33
mp-924129,0.29
mp-952566,0.27
mp-972323,0.27
mp-974060,0.78
mp-974738,0.33
mp-975640,0.24
mp-975909,0.38
mp-977403,-0.23
mp-982739,0.35
mp-985302,0.29
mp-1002574,0.31
mp-1008924,0.3
mp-1009650,0.43
mp-1009747,0.91
mp-1018690,0.18
mp-10214,0.35
mp-10440,0.37
mp-10623,0.33
mp-10760,0.22
mp-10785,0.23
mp-1139,0.28
mp-11496,0.28
mp-14099,0.36
mp-19376,0.31
mp-19789,0.25
mp-20425,0.19
mp-22817,-0.1
mp-23487,0.24
mp-29056,0.02
mp-30352,0.36
mp-35869,0.28
mp-36800,0.21
mp-37879,0.25
mp-3854,0.25
mp-4415,0.27
mp-4913,0.4
mp-5219,0.29
mp-570213,0.22
mp-753,0.25
mp-754322,0.28
mp-755651,0.27
mp-762,0.23
mp-7692,0.19
mp-775331,0.22
mp-7857,0.15
mp-8539,-0.26
mp-862378,0.32
mp-862711,0.3
mp-8637,0.56
mp-866146,0.34
mp-867847,0.61
mp-972526,0.39
mp-977425,0.34
mp-982595,0.56
mp-1007664,0.4
mp-1008752,-0.14
mp-1009218,0.47
mp-10163,0.4
mp-1029660,0.3
mp-10322,0.32
mp-10597,0.36
mp-10857,0.23
mp-11147,0.34
mp-12063,0.29
mp-129,0.3
mp-13548,0.33
mp-18817,0.25
mp-21200,-0.28
mp-22367,0.38
mp-22626,0.27
mp-23710,0.22
mp-2630,0.42
mp-2691,0.35
mp-3744,0.23
mp-542640,0.33
mp-554573,0.05
mp-555934,0.33
mp-567458,0.24
mp-569157,0.31
mp-571467,0.35
mp-672265,0.34
mp-690544,0.31
mp-7426,0.28
mp-753781,0.28
mp-7632,0.33
mp-862492,0.33
mp-862555,0.23
mp-865587,0.32
mp-865731,0.39
mp-866189,0.25
mp-8752,0.18
mp-8804,0.18
mp-9060,0.35
mp-9254,0.21
mp-9486,0.27
mp-962069,0.53
mp-973432,0.34
mp-973865,0.25
mp-974063,0.34
mp-976082,0.28
mp-976129,0.3
mp-9768,0.31
mp-979074,0.41
mp-9880,0.19
mp-989590,-0.55
mp-9960,0.17
mp-1008642,0.28
mp-1019,0.33
mp-1025263,0.23
mp-12008,0.26
mp-12985,0.34
mp-14092,0.33
mp-1716,0.31
mp-19862,0.34
mp-20439,0.2
mp-20618,0.31
mp-20627,0.19
mp-22435,0.34
mp-2665,0.46
mp-27214,0.31
mp-27976,0.27
mp-291,0.27
mp-339,0.37
mp-4630,0.31
mp-684692,0.24
mp-7377,0.24
mp-760415,0.28
mp-774155,0.24
mp-861954,0.34
mp-865669,0.33
mp-866175,0.33
mp-972914,0.33
mp-973824,0.27
mp-975364,0.35
mp-977380,0.25
mp-978568,0.29
mp-1003485,0.26
mp-1009834,0.19
mp-1013526,0.17
mp-1023127,0.3
mp-1025293,0.32
mp-1038975,0.53
mp-10528,0.22
mp-10749,0.21
mp-11594,0.31
mp-11658,0.32
mp-1210,0.27
mp-12666,0.24
mp-12953,0.33
mp-14763,0.26
mp-15799,0.27
mp-15986,0.29
mp-16516,0.23
mp-2283,0.35
mp-27953,0.37
mp-29243,0.2
mp-3329,0.33
mp-37906,0.17
mp-4287,0.3
mp-4321,0.21
mp-510409,0.25
mp-559691,0.28
mp-568940,0.25
mp-569128,0.18
mp-570418,0.23
mp-625,0.29
mp-631398,-0.32
mp-631497,0.65
mp-7000,-0.0
mp-861481,0.38
mp-862340,0.27
mp-862673,0.32
mp-865160,0.31
mp-865433,0.37
mp-865795,0.33
mp-867780,0.19
mp-971799,0.34
mp-973564,1.01
mp-976870,0.34
mp-977011,0.29
mp-978513,0.28
mp-981368,0.93
mp-999126,0.22
mp-1007690,0.4
mp-1008727,0.6
mp-1019255,0.27
mp-10652,0.24
mp-1087,0.22
mp-10952,0.31
mp-11073,0.3
mp-11520,0.25
mp-11555,0.47
mp-11870,0.31
mp-12523,0.29
mp-18750,0.33
mp-20369,0.22
mp-21104,0.32
mp-21445,0.32
mp-22345,0.47
mp-23317,0.16
mp-2723,0.33
mp-27421,0.27
mp-28376,0.31
mp-29585,0.29
mp-30658,0.42
mp-3207,0.29
mp-381,0.31
mp-4072,0.26
mp-510403,0.19
mp-5372,0.31
mp-567164,0.34
mp-568232,0.27
mp-568436,0.24
mp-570791,0.16
mp-578,0.38
mp-7240,0.41
mp-729,0.24
mp-7707,0.29
mp-8045,0.31
mp-8377,0.19
mp-865957,0.42
mp-867744,0.3
mp-961658,0.35
mp-971720,0.93
mp-973396,0.74
mp-979026,0.24
mp-982869,0.27
mp-999269,0.25
mp-1008965,0.49
mp-1018752,0.3
mp-1029420,0.28
mp-10379,0.28
mp-10777,0.25
mp-11566,0.27
mp-12903,0.29
mp-1296,0.36
mp-1535,0.68
mp-19328,0.32
mp-20735,0.23
mp-2077,0.31
mp-22537,0.4
mp-2542,0.2
mp-2649,0.48
mp-30341,0.32
mp-3047,0.51
mp-317,0.33
mp-3700,0.32
mp-42,0.36
mp-4364,0.32
mp-4992,0.24
mp-510536,0.32
mp-561598,0.37
mp-567540,0.38
mp-568718,0.2
mp-579718,0.39
mp-7247,0.29
mp-7302,0.18
mp-756630,0.25
mp-776205,0.3
mp-861878,0.43
mp-864884,0.36
mp-864924,0.32
mp-865032,0.31
mp-865098,0.39
mp-866160,0.35
mp-867876,0.38
mp-877,0.3
mp-961727,0.56
mp-972861,0.26
mp-977442,0.24
mp-997054,0.31
mvc-14047,0.18
mp-10078,0.32
mp-1008282,-0.13
mp-1008349,0.28
mp-1017539,0.39
mp-1018033,0.37
mp-1025346,0.32
mp-11385,0.23
mp-11501,0.27
mp-11820,0.21
mp-1215,0.26
mp-13396,0.26
mp-13983,0.22
mp-20049,0.24
mp-20892,0.25
mp-22514,0.29
mp-22790,0.31
mp-23237,0.26
mp-23505,-1.13
mp-23684,0.3
mp-28323,0.38
mp-31171,0.38
mp-31363,0.34
mp-3513,0.19
mp-37514,0.26
mp-38280,0.21
mp-38843,0.24
mp-5326,0.17
mp-56,0.29
mp-568991,0.22
mp-570430,0.31
mp-5934,0.21
mp-607371,0.28
mp-770649,0.23
mp-773044,0.33
mp-7916,0.22
mp-7988,0.32
mp-8278,0.2
mp-8402,0.24
mp-861933,0.56
mp-862756,0.22
mp-862974,0.65
mp-865209,0.3
mp-865521,0.25
mp-867257,0.29
mp-961656,0.27
mp-972528,0.32
mp-972949,0.29
mp-972954,0.33
mp-978089,0.38
mp-978596,0.31
mp-983237,0.57
mp-983509,0.32
mp-983555,0.35
mp-985278,0.37
mp-1002181,0.62
mp-1009009,0.54
mp-10120,0.54
mp-1018142,0.46
mp-10213,0.3
mp-10911,0.25
mp-11517,0.3
mp-1211,0.3
mp-1249,0.27
mp-13365,0.27
mp-1393,0.4
mp-1447,0.34
mp-1804,0.3
mp-20590,0.37
mp-20901,0.29
mp-21164,0.37
mp-213,0.33
mp-22782,0.67
mp-23178,0.29
mp-27294,-0.15
mp-27971,0.28
mp-28264,0.33
mp-28810,0.32
mp-31467,0.35
mp-4883,0.24
mp-559435,0.29
mp-569683,0.43
mp-614185,0.29
mp-631319,0.68
mp-631383,0.42
mp-631467,0.96
mp-631535,0.41
mp-684663,0.86
mp-685097,0.28
mp-697126,0.28
mp-763099,0.21
mp-861901,0.33
mp-861931,0.3
mp-865756,0.52
mp-865985,0.36
mp-867131,0.29
mp-973646,0.34
mp-975176,0.36
mp-977430,0.34
mp-978281,0.28
mp-982724,0.35
mp-985283,0.42
mp-9922,0.23
mp-999298,0.39
mp-10026,0.27
mp-1013714,0.28
mp-1016879,0.31
mp-1022517,0.2
mp-1025335,0.25
mp-1029422,0.33
mp-10871,0.57
mp-11202,0.25
mp-11393,0.26
mp-12700,0.32
mp-12972,0.29
mp-13074,0.29
mp-13311,0.2
mp-136,0.24
mp-13907,0.06
mp-13911,0.35
mp-143,0.22
mp-1451,0.34
mp-1479,0.12
mp-15322,0.22
mp-1654,0.35
mp-1814,0.38
mp-18257,0.33
mp-19851,0.21
mp-20352,0.31
mp-20479,0.26
mp-21347,0.26
mp-22304,0.26
mp-2484,0.42
mp-28872,0.24
mp-2927,0.45
mp-29889,0.31
mp-30183,0.22
mp-30592,0.43
mp-3494,0.33
mp-362,0.31
mp-3623,0.27
mp-3829,0.29
mp-415,0.25
mp-464,0.36
mp-4728,0.31
mp-4744,0.29
mp-4904,0.26
mp-547271,0.28
mp-5503,0.3
mp-554822,0.16
mp-571343,0.24
mp-580287,0.39
mp-5982,0.31
mp-606604,0.35
mp-634965,0.28
mp-639874,0.35
mp-755690,0.29
mp-7851,0.28
mp-8180,0.24
mp-864647,0.21
mp-864654,0.34
mp-865717,0.29
mp-866165,0.31
mp-961694,0.61
mp-962075,-0.09
mp-977589,0.32
mp-1018048,0.24
mp-1018123,0.57
mp-1025372,0.3
mp-11563,0.02
mp-11919,0.18
mp-1523,0.24
mp-20211,0.29
mp-20724,0.26
mp-215,0.24
mp-2182,0.37
mp-2348,0.33
mp-2802,0.29
mp-30403,0.21
mp-30621,0.26
mp-333,0.28
mp-33526,0.23
mp-3574,0.34
mp-38035,0.34
mp-4793,0.46
mp-5012,0.23
mp-510417,0.19
mp-510421,0.24
mp-5193,0.28
mp-522,0.4
mp-5244,0.24
mp-5348,0.25
mp-551830,0.25
mp-567630,0.27
mp-571491,0.35
mp-6669,0.28
mp-672698,0.61
mp-675477,0.26
mp-7480,0.26
mp-755313,0.3
mp-776320,0.41
mp-793,0.22
mp-8236,0.28
mp-862872,0.46
mp-864955,0.24
mp-864990,0.27
mp-865000,0.14
mp-9387,0.23
mp-945184,0.29
mp-9631,0.33
mp-972103,0.31
mp-974617,0.56
mp-977273,0.31
mp-982246,0.46
mp-989570,0.27
mp-997042,0.29
mp-1018902,0.32
mp-1025246,0.2
mp-10709,0.91
mp-10847,0.28
mp-11833,0.39
mp-1185,0.24
mp-12674,0.38
mp-13200,0.19
mp-13570,0.23
mp-1778,0.14
mp-18966,0.36
mp-20418,0.35
mp-20605,0.3
mp-20619,0.31
mp-20745,0.39
mp-21873,0.29
mp-22687,0.25
mp-23171,0.26
mp-2463,0.25
mp-2729,0.34
mp-27608,0.25
mp-28929,0.36
mp-30426,0.23
mp-3349,0.25
mp-33581,0.27
mp-3896,0.34
mp-4076,0.33
mp-438,0.29
mp-449,0.26
mp-505259,0.27
mp-5163,0.35
mp-557257,0.29
mp-560562,0.27
mp-569516,0.28
mp-570744,0.23
mp-604516,0.33
mp-631420,0.45
mp-7339,0.27
mp-754808,0.26
mp-754978,0.35
mp-755570,0.37
mp-774092,0.35
mp-8053,0.31
mp-8320,0.24
mp-849060,0.18
mp-8579,0.32
mp-865230,0.3
mp-961692,1.61
mp-969,0.2
mp-975518,0.33
mp-989192,0.12
mp-995147,0.58
mp-999096,0.3
mp-1010,0.15
mp-1014212,0.32
mp-1014265,0.28
mp-1016930,0.3
mp-10270,0.3
mp-11523,0.47
mp-11873,0.34
mp-12982,0.13
mp-15318,0.25
mp-1541,0.16
mp-15694,0.29
mp-16481,0.3
mp-18875,0.28
mp-19814,0.29
mp-20937,0.28
mp-22306,0.3
mp-23282,0.17
mp-27246,0.34
mp-2748,0.21
mp-29342,0.24
mp-3289,0.32
mp-3595,0.24
mp-4206,0.3
mp-4820,0.3
mp-540284,0.15
mp-5436,0.31
mp-560865,0.12
mp-567097,0.32
mp-571342,0.23
mp-571555,0.28
mp-5756,0.31
mp-5798,0.24
mp-623646,0.51
mp-631495,0.14
mp-642750,0.29
mp-672337,0.44
mp-672340,0.33
mp-675634,0.33
mp-680580,0.29
mp-7569,0.35
mp-7575,0.21
mp-861667,0.37
mp-864780,0.42
mp-864903,0.31
mp-865578,0.23
mp-972882,0.35
mp-972966,0.36
mp-974642,0.29
mp-975222,0.5
mp-996960,0.32
mp-999274,-0.67
mp-11329,0.25
mp-11350,0.23
mp-11359,0.29
mp-12071,0.33
mp-20233,0.4
