id,target,prediction,abs_error
mp-865218,0.24,-0.0019359887,0.2419359887
mp-972985,0.3,0.05814527,0.24185473
mp-1018150,0.2,-0.041593745,0.24159374500000003
mp-775761,0.39,0.14873223,0.24126777000000002
mp-866103,0.32,0.07879926,0.24120074000000002
mp-865660,0.31,0.5511176,0.2411176
mp-8280,0.21,0.4511037,0.2411037
mp-30848,0.35,0.109029904,0.24097009599999997
mp-540284,0.15,0.39093113,0.24093113000000002
mp-2589,0.23,-0.010807022,0.240807022
mp-675766,0.32,0.07927351,0.24072649000000002
mp-569170,0.26,0.019665226,0.240334774
mp-5798,0.24,-0.0002079755,0.2402079755
mp-20207,0.37,0.6101344,0.24013439999999997
mp-31072,0.5,0.25996464,0.24003535999999998
mp-1474,0.21,-0.029938444,0.239938444
mp-21476,0.34,0.100457475,0.239542525
mp-28339,0.3,0.060704663,0.239295337
mp-1013546,0.23,-0.009164229,0.239164229
mp-984718,0.14,-0.09912937,0.23912937
mp-1014168,0.31,0.54908186,0.23908186000000003
mp-865183,0.46,0.22093363,0.23906637000000003
mp-978798,0.38,0.14103155,0.23896845
mp-567504,0.32,0.08158718,0.23841282000000003
mp-999139,0.27,0.032012418,0.23798758200000003
mp-13798,0.18,0.41780585,0.23780584999999999
mp-861867,0.3,0.5376889,0.23768890000000004
mp-2781,0.35,0.11252855,0.23747144999999997
mp-978256,0.37,0.6067425,0.23674249999999997
mp-1429,0.37,0.1333748,0.2366252
mp-862555,0.23,0.4662665,0.23626649999999996
mp-866037,0.37,0.13413154,0.23586846
mp-980001,0.28,0.51582617,0.23582616999999995
mp-571263,0.24,0.47580558,0.23580558000000001
mp-3803,0.25,0.014313355,0.235686645
mp-20487,0.35,0.1144249,0.23557509999999998
mp-23247,0.2,0.435422,0.23542199999999996
mp-1025264,0.28,0.04470347,0.23529653000000003
mp-638729,0.31,0.5451399,0.2351399
mp-976125,0.59,0.35498554,0.23501445999999998
mp-30954,0.11,0.34402514,0.23402514000000002
mp-644751,0.21,0.44400746,0.23400746000000003
mp-862871,0.37,0.6038012,0.23380120000000004
mp-7159,0.24,0.0062042475,0.23379575249999998
mp-771,0.26,0.49378812,0.23378812
mvc-3988,0.33,0.096257314,0.23374268600000003
mp-3519,0.33,0.096471444,0.233528556
mp-29484,0.29,0.5233039,0.23330390000000006
mp-19407,0.31,0.076861694,0.23313830600000002
mp-10069,0.23,0.46302122,0.23302122
mp-4384,0.22,-0.012642875,0.232642875
mp-3524,0.22,0.4525391,0.23253910000000003
mp-4252,0.22,-0.01244317,0.23244317
mp-10113,0.28,0.04776828,0.23223172000000003
mp-865159,0.24,0.47222,0.23221999999999998
mp-1186,0.21,0.44195622,0.23195622000000002
mp-674,0.35,0.58179075,0.23179075000000005
mp-752426,0.23,-0.0012009591,0.23120095910000002
mp-10271,0.28,0.048837617,0.23116238300000003
mp-348,0.35,0.11921589,0.23078411
mp-862986,0.26,0.4906609,0.2306609
mp-20395,0.32,0.08976667,0.23023333
mp-867356,0.25,0.48006344,0.23006344
mp-10675,0.37,0.59995127,0.22995127000000004
mp-570409,0.18,0.4099384,0.2299384
mp-1025286,0.35,0.57975525,0.22975525000000008
mp-16035,0.27,0.040289685,0.22971031500000003
mp-998897,0.06,0.28966802,0.22966802000000003
mp-13240,0.28,0.050333366,0.22966663400000004
mp-760414,0.38,0.60955787,0.22955786999999994
mp-21425,0.3,0.07066582,0.22933418
mp-864747,0.46,0.23075868,0.22924132000000003
mp-1018012,0.35,0.12078236,0.22921763999999997
mp-29624,0.23,0.001038909,0.228961091
mp-571143,0.28,0.051124975,0.228875025
mp-770690,0.32,0.09131421,0.22868579
mp-22313,0.33,0.101482555,0.228517445
mp-2720,0.31,0.08170508,0.22829492
mp-32536,0.16,0.38738292,0.22738292000000002
mp-864857,0.36,0.13341264,0.22658736
mp-1029251,0.27,0.0437939,0.22620610000000002
mp-999490,0.2,-0.026020572,0.226020572
mp-570769,0.31,0.08403693,0.22596307
mp-861645,0.26,0.034111187,0.22588881300000002
mp-1014265,0.28,0.5056,0.22560000000000002
mp-552802,0.29,0.06462304,0.22537695999999996
mp-22958,0.23,0.005076483,0.22492351700000002
mp-40793,0.31,0.5343735,0.22437349999999995
mp-419,0.26,0.036557898,0.223442102
mp-2491,0.37,0.59341854,0.22341854000000005
mp-862712,0.3,0.07687272,0.22312727999999998
mp-998234,0.33,0.107338175,0.22266182500000004
mp-718,0.34,0.5625447,0.22254469999999998
mp-1025274,0.22,0.44233793,0.22233793
mp-862977,0.39,0.16859661,0.22140339
mp-6794,0.38,0.15876333,0.22123667
mp-5929,0.26,0.03889428,0.22110572
mp-1018656,0.19,0.41110075,0.22110075
mp-6766,0.24,0.01891616,0.22108383999999998
mp-551092,0.25,0.028979048,0.221020952
mp-19968,0.24,0.4609396,0.2209396
mp-555434,0.28,0.05930777,0.22069223000000002
mp-15963,0.31,0.53043485,0.22043485000000002
mp-7041,0.4,0.1797411,0.22025890000000004
mp-10969,0.37,0.14978029,0.22021970999999999
mp-2557,0.28,0.500037,0.22003699999999993
mp-1029799,0.3,0.51953465,0.21953465
mp-4842,0.27,0.05082728,0.21917272000000002
mp-1979,0.33,0.5484921,0.21849210000000002
mp-20913,0.35,0.13162886,0.21837114
mp-4343,0.26,0.47817725,0.21817725
mp-23171,0.26,0.47803414,0.21803414
mp-4056,0.26,0.042327687,0.217672313
mp-38843,0.24,0.022611693,0.217388307
mp-20856,0.2,0.417257,0.21725699999999998
mp-22889,0.21,-0.006770253,0.216770253
mp-567695,0.38,0.1632825,0.2167175
mp-1211,0.3,0.5167102,0.21671020000000002
mp-568002,0.31,0.526516,0.216516
mp-30580,0.29,0.07480325,0.21519675
mp-999460,0.24,0.0253077,0.2146923
mp-4541,0.29,0.075503066,0.21449693399999997
mp-976893,0.32,0.5344237,0.21442369999999994
mp-21139,-0.06,0.15367688,0.21367687999999999
mp-11283,0.16,0.37366086,0.21366085999999998
mp-12070,0.38,0.16651626,0.21348374
mp-31363,0.34,0.5534596,0.21345960000000003
mp-20064,0.19,-0.023373812,0.213373812
mp-867862,0.5,0.2867087,0.21329130000000002
mp-7885,0.34,0.12697814,0.21302186000000004
mp-999502,0.29,0.07701667,0.21298332999999997
mp-8311,0.26,0.4728228,0.21282279999999998
mp-560530,0.33,0.11773507,0.21226493000000002
mp-866139,0.34,0.12777041,0.21222959000000002
mp-5676,0.38,0.16796683,0.21203317
mp-1016846,0.4,0.18818896,0.21181104000000003
mp-3701,0.22,0.00832738,0.21167262
mp-570437,0.27,0.05840765,0.21159235
mp-9819,0.44,0.22874497,0.21125503
mp-755483,0.28,0.49118632,0.21118631999999998
mp-1013911,0.34,0.12904327,0.21095673000000004
mp-777047,0.32,0.10905923,0.21094077
mp-504741,0.29,0.07966684,0.21033315999999996
mp-20990,0.21,0.4202438,0.2102438
mp-779517,0.25,0.03985788,0.21014212
mp-5767,0.31,0.10012604,0.20987396
mp-505368,0.28,0.070193216,0.20980678400000002
mp-24205,0.09,0.29979783,0.20979783
mp-573321,0.28,0.07030441,0.20969559000000004
mp-19284,0.37,0.16032355,0.20967645
mp-542103,0.33,0.12035929,0.20964071
mp-16366,0.46,0.25064313,0.20935687000000003
mp-2991,0.27,0.47932136,0.20932135999999996
mp-2910,0.32,0.11096956,0.20903044
mp-4969,0.28,0.071049735,0.20895026500000002
mp-3589,0.12,0.32892072,0.20892072
mp-7913,0.17,0.3785736,0.2085736
mp-12388,0.22,0.4284032,0.20840319999999998
mp-1017549,0.2,0.40833402,0.20833402
mp-15702,0.25,0.041696385,0.208303615
mp-29463,0.22,0.011797264,0.208202736
mp-24286,0.4,0.1918811,0.20811890000000002
mp-642855,0.45,0.6578777,0.2078777
mp-5078,0.34,0.13241269,0.20758731000000002
mp-11694,0.34,0.54688555,0.20688555000000003
mp-14223,0.45,0.24319367,0.20680633
mp-571160,0.36,0.15335216,0.20664784
mp-560963,0.14,0.34645098,0.20645098
mp-504908,0.32,0.11372565,0.20627435
mp-16548,0.34,0.1339644,0.2060356
mp-973123,0.42,0.21401344,0.20598655999999999
mp-947,0.41,0.6158434,0.20584340000000007
mp-1019108,0.3,0.094237134,0.205762866
mp-10960,0.31,0.5155831,0.20558309999999996
mp-27834,0.29,0.4954933,0.20549330000000005
mp-7493,0.29,0.08459352,0.20540647999999997
mp-569298,0.26,0.055061653,0.20493834700000002
mp-755465,0.34,0.1351792,0.20482080000000003
mp-4876,0.31,0.51478225,0.20478225
mp-973174,0.35,0.5547732,0.2047732
mp-1025282,0.24,0.44467467,0.20467467
mp-5663,0.3,0.09540565,0.20459434999999998
mp-12108,0.3,0.5040761,0.20407610000000004
mp-20257,0.36,0.15607165,0.20392834999999998
mp-11519,0.44,0.23653634,0.20346366
mp-865940,0.57,0.36664158,0.20335841999999993
mp-753197,0.32,0.11665957,0.20334043000000002
mp-23703,0.08,0.28312975,0.20312975
mp-19052,0.35,0.55280656,0.20280655999999997
mp-1017591,0.26,0.057207003,0.202792997
mp-11011,0.25,0.047871336,0.202128664
mp-7604,0.2,-0.0018590093,0.2018590093
mp-556084,0.3,0.09815021,0.20184978999999997
mp-20554,0.36,0.5616752,0.20167520000000005
mp-1403,0.29,0.088410065,0.201589935
mp-4200,0.28,0.07850234,0.20149766000000002
mp-996992,0.31,0.10875712,0.20124288
mp-2693,0.26,0.46103948,0.20103948
mp-1013529,0.05,0.25089335,0.20089335000000003
mp-865806,0.38,0.18020917,0.19979083
mp-867780,0.19,0.38978142,0.19978142
mp-11228,0.26,0.45976776,0.19976776000000002
mp-20928,0.23,0.030663446,0.199336554
mp-12931,0.3,0.10080023,0.19919977
mp-752730,0.3,0.10091196,0.19908804
mp-11481,0.26,0.061339542,0.198660458
mp-13444,0.3,0.101874396,0.19812560399999998
mp-603694,0.25,0.4474879,0.1974879
mp-864798,0.32,0.51740235,0.19740235
mp-12600,0.33,0.5274015,0.19740149999999995
mp-11520,0.25,0.44730288,0.19730288
mp-675902,0.3,0.49718535,0.19718535000000004
mp-380,0.29,0.48644996,0.19644996000000003
mp-7474,0.39,0.1935625,0.19643750000000001
mp-20887,0.27,0.07361768,0.19638232
mp-1025176,0.33,0.13445325,0.19554675000000002
mp-20180,0.29,0.09482904,0.19517095999999998
mp-1008785,0.23,0.42508936,0.19508936000000002
mp-1025237,0.23,0.42495078,0.19495077999999996
mp-865212,0.26,0.45432037,0.19432036999999996
mp-1025302,0.37,0.17609613,0.19390387
mp-571193,0.17,0.3638186,0.19381859999999998
mp-13053,0.24,0.04651849,0.19348151
mp-865661,0.54,0.34665668,0.19334332000000004
mp-753669,0.24,0.046959236,0.19304076399999998
mp-4720,0.34,0.53291905,0.19291904999999993
mp-19060,0.24,0.43275195,0.19275195
mp-569511,0.36,0.16741101,0.19258899
mp-568430,0.36,0.16805817,0.19194182999999998
mp-863717,0.15,0.34165508,0.19165508
mp-19417,0.37,0.56160635,0.19160635000000004
mp-1039019,0.28,0.4715926,0.19159259999999995
mp-27821,0.25,0.44156516,0.19156516
mp-10092,0.34,0.14851977,0.19148023000000003
mp-558747,0.31,0.118588015,0.191411985
mp-865484,0.31,0.119109765,0.190890235
mvc-12866,0.59,0.39914465,0.19085534999999998
mp-13160,0.21,0.40019584,0.19019584000000003
mp-865920,0.25,0.43970925,0.18970925
mp-3804,0.21,0.3995605,0.1895605
mp-583,0.28,0.09067194,0.18932806000000002
mp-32570,0.26,0.070787296,0.189212704
mp-2510,0.39,0.2008029,0.1891971
mp-15694,0.29,0.10101764,0.18898235999999996
mp-505212,0.38,0.568878,0.188878
mp-865659,0.33,0.51878107,0.18878106999999994
mp-978823,0.28,0.4687528,0.1887528
mp-30357,0.3,0.488644,0.18864400000000003
mp-28592,0.23,0.041533515,0.18846648500000002
mp-979712,0.31,0.49839765,0.18839765000000003
mp-1127,0.31,0.12168737,0.18831262999999998
mp-8090,0.25,0.06182687,0.18817313
mp-568584,0.33,0.5178351,0.18783509999999998
mp-12008,0.26,0.07226606,0.18773394000000002
mp-12647,0.32,0.13245897,0.18754103
mp-31219,0.3,0.11254443,0.18745557
mp-552016,0.32,0.13330339,0.18669661
mp-22312,0.31,0.12363483,0.18636517
mp-2065,0.22,0.03374456,0.18625544
mp-754238,0.27,0.08405702,0.18594298000000004
mp-3799,0.26,0.07407431,0.18592569
mp-983388,0.32,0.13409911,0.18590089
mp-16371,0.26,0.44586807,0.18586807
mp-31516,0.32,0.13445236,0.18554764
mp-11959,0.29,0.10447042,0.18552957999999997
mp-862311,0.35,0.16482045,0.18517954999999997
mp-999120,0.25,0.06484197,0.18515803
mp-12118,0.43,0.24489252,0.18510748
mp-35785,0.34,0.15493988,0.18506012000000002
mp-866073,0.34,0.1549462,0.18505380000000002
mp-30047,0.25,0.06509124,0.18490876
mp-8943,0.3,0.4843604,0.18436040000000004
mp-19147,0.27,0.08594899,0.18405101000000001
mp-972869,0.32,0.13609175,0.18390825
mp-505517,0.25,0.066119716,0.183880284
mp-20206,0.25,0.4337986,0.18379859999999998
mp-9295,0.22,0.036543712,0.183456288
mp-754113,0.26,0.0766301,0.1833699
mp-862319,0.35,0.16673677,0.18326322999999997
mp-22508,0.26,0.07689224,0.18310776
mp-2706,0.17,-0.012640864,0.182640864
mp-27507,0.31,0.12793891,0.18206109
mp-1400,0.32,0.5020593,0.18205929999999998
mp-8499,0.31,0.12808086,0.18191914
mp-1101,0.22,0.40179068,0.18179068
mp-866296,0.49,0.30827886,0.18172114
mp-569446,0.31,0.4912762,0.1812762
mp-20814,0.24,0.058911964,0.181088036
mp-1017534,0.34,0.5210068,0.18100679999999997
mp-1009129,0.35,0.16907679,0.18092320999999997
mp-556225,0.35,0.16921483,0.18078516999999997
mp-1029741,0.26,0.079364404,0.180635596
mp-15704,0.2,0.3805216,0.1805216
mp-10214,0.35,0.16958378,0.18041622
mp-978088,0.25,0.43025815,0.18025815
mp-12798,0.31,0.49010593,0.18010593000000003
mp-989540,0.05,0.23006754,0.18006753999999997
mp-7785,0.32,0.14001699,0.17998301
mp-1016837,0.38,0.20012031,0.17987969
mp-7092,0.22,0.3996895,0.17968949999999997
mp-570744,0.23,0.4091454,0.17914539999999998
mp-570747,0.21,0.031024665,0.17897533499999999
mp-7921,0.17,-0.00872916,0.17872916
mp-1014219,0.31,0.48866016,0.17866016
mp-15789,0.24,0.061467215,0.178532785
mp-7443,0.25,0.42842644,0.17842644000000002
mp-10857,0.23,0.051889285,0.178110715
mp-13138,0.34,0.51796556,0.17796556000000002
mp-30403,0.21,0.3878712,0.17787120000000003
mp-21164,0.37,0.19234665,0.17765335
mp-160,0.14,0.31765288,0.17765288
mp-971951,0.45,0.27294528,0.17705472
mp-1185,0.24,0.4166093,0.17660930000000002
mp-982870,0.23,0.40658838,0.17658838000000002
mp-1025285,0.29,0.1136073,0.17639269999999999
mp-571264,0.33,0.50638086,0.17638086000000003
mp-3762,0.23,0.054140493,0.17585950700000003
mp-9690,0.29,0.114256725,0.17574327499999998
mp-867279,0.51,0.33436108,0.17563892000000003
mp-973402,0.45,0.625467,0.17546699999999998
mp-547125,0.32,0.14454965,0.17545035
mp-977372,0.37,0.19486599,0.17513401
mp-865424,0.27,0.09527834,0.17472166
mp-30875,0.28,0.45424098,0.17424098
mp-19896,0.3,0.12585549,0.17414451
mp-2179,0.36,0.53396577,0.17396577000000002
mp-8175,0.36,0.18620722,0.17379277999999998
mp-22151,0.35,0.17638274,0.17361725999999997
mp-3301,0.32,0.14660655,0.17339345
mvc-13303,0.35,0.17673706,0.17326293999999998
mp-754483,0.26,0.086814746,0.173185254
mp-776250,0.31,0.13700382,0.17299618
mp-2150,0.27,0.097202525,0.17279747500000003
mp-11259,0.37,0.542577,0.17257699999999998
mp-864877,0.3,0.47245997,0.17245997000000002
mp-1913,0.31,0.13792233,0.17207767
mp-7359,0.23,0.40201074,0.17201073999999997
mp-996987,0.28,0.108161256,0.17183874400000004
mp-1219,0.22,0.048308715,0.171691285
mp-22287,0.32,0.14841096,0.17158904
mp-8256,0.23,0.058440015,0.17155998500000003
mp-10736,0.31,0.480743,0.17074299999999998
mp-604908,0.24,0.41070133,0.17070132999999998
mp-556911,0.35,0.17938487,0.17061512999999998
mp-571467,0.35,0.5205316,0.1705316
mp-569152,0.21,0.039549783,0.170450217
mp-555223,0.37,0.19968678,0.17031322
mp-4022,0.24,0.0697466,0.1702534
mp-1547,0.3,0.4702435,0.1702435
mp-551900,0.29,0.11986683,0.17013317
mp-13801,0.29,0.12005894,0.16994105999999998
mp-18918,0.33,0.16010545,0.16989455
mp-16523,0.36,0.1906045,0.16939549999999998
mp-9850,0.23,0.39931554,0.16931554000000001
mp-569628,0.34,0.17084815,0.16915185000000002
mp-865747,0.2,0.36912006,0.16912006000000002
mp-7882,0.38,0.21095665,0.16904335
mp-17695,0.21,0.37904167,0.16904167
mp-864639,0.31,0.14109276,0.16890724
mp-989560,0.33,0.498823,0.168823
mp-6498,0.3,0.13131021,0.16868978999999998
mp-2495,0.32,0.15131934,0.16868066
mp-867921,0.36,0.5285407,0.1685407
mp-11917,0.15,0.31782377,0.16782377
mp-12814,0.32,0.4875335,0.1675335
mp-976239,0.24,0.40748775,0.16748775
mp-974638,0.35,0.18275975,0.16724024999999998
mp-9592,0.26,0.4271617,0.16716169999999997
mp-888,0.25,0.4169932,0.1669932
mp-10133,0.18,0.34694463,0.16694462999999998
mp-1825,0.33,0.16319491,0.16680509000000002
mp-983539,0.4,0.5666591,0.16665909999999995
mp-22229,0.27,0.1035748,0.16642520000000002
mp-1321,0.3,0.13359691,0.16640308999999998
mp-1029782,0.31,0.47639447,0.16639447000000002
mp-1016851,0.34,0.17370988,0.16629012
mp-8612,0.22,0.054042682,0.165957318
mp-22787,0.28,0.11420943,0.16579057000000003
mp-865280,0.26,0.4254495,0.16544949999999997
mp-4901,0.37,0.20480748,0.16519252
mp-1009217,0.34,0.17491154,0.16508846000000002
mp-867330,0.26,0.42451733,0.16451733000000002
mp-2478,0.18,0.34405673,0.16405672999999998
mp-1306,0.31,0.47400123,0.16400123
mp-11192,0.19,0.35375434,0.16375434
mp-989527,0.57,0.40663618,0.16336381999999994
mp-1018048,0.24,0.07665591,0.16334409
mp-1039208,0.35,0.18738653,0.16261346999999998
mp-21336,0.27,0.107612655,0.16238734500000002
mp-769673,0.42,0.25811845,0.16188154999999999
mp-2793,0.25,0.41174644,0.16174644
mp-1589,0.34,0.5017293,0.16172930000000002
mp-11661,0.26,0.09844838,0.16155162
mp-22253,0.3,0.13846652,0.16153347999999998
mp-979427,0.32,0.4814399,0.16143989999999997
mp-31498,0.33,0.49143642,0.16143641999999997
mp-13459,0.28,0.11870067,0.16129933000000002
mp-35777,0.28,0.11907281,0.16092719000000003
mp-983430,0.43,0.2694751,0.16052489999999997
mp-20384,0.28,0.11952864,0.16047136
mp-11508,0.2,0.36022252,0.16022251999999998
mp-571554,0.27,0.10985683,0.16014317
mp-28319,0.15,0.30947846,0.15947846000000002
mp-22904,0.32,0.4794094,0.15940939999999998
mp-558432,0.28,0.43921334,0.15921333999999998
mp-568917,0.34,0.49910766,0.15910765999999998
mp-11178,0.27,0.110899195,0.159100805
mp-1024963,0.34,0.18094788,0.15905212000000002
mp-622497,0.3,0.14109404,0.15890595999999998
mp-979419,0.25,0.40888137,0.15888137000000002
mp-2593,0.29,0.4487989,0.15879890000000002
mp-7283,0.16,0.31872207,0.15872207000000002
mp-3693,0.47,0.31129175,0.15870825
mp-996981,0.41,0.2513591,0.15864089999999997
mp-981384,0.37,0.5283871,0.1583871
mp-19317,0.35,0.1916189,0.15838109999999997
mp-1038,0.32,0.16185032,0.15814968000000001
mp-10200,0.17,0.32807106,0.15807106
mp-1608,0.43,0.5880447,0.15804469999999998
mp-1025315,0.29,0.4477858,0.15778580000000003
mp-567636,0.33,0.48766875,0.15766874999999997
mvc-3769,0.36,0.20253871,0.15746128999999998
mp-21242,0.15,0.30700105,0.15700105
mp-30444,0.09,0.24677454,0.15677454
mp-11736,0.3,0.1434956,0.1565044
mp-9721,0.13,-0.026358739,0.156358739
mp-867894,0.25,0.40582925,0.15582924999999997
mp-3000,0.29,0.13420738,0.15579262
mp-19219,0.28,0.12452392,0.15547608000000002
mp-809,0.36,0.20458268,0.15541732
mp-31038,0.24,0.39535892,0.15535892
mp-20698,0.27,0.114865705,0.15513429500000003
mp-759943,0.26,0.104916975,0.155083025
mp-6919,0.3,0.1452273,0.15477269999999999
mp-33104,0.28,0.12522946,0.15477054000000004
mp-30849,0.35,0.1954033,0.15459669999999998
mp-21038,0.28,0.43452877,0.15452876999999998
mp-865469,0.31,0.15567084,0.15432916
mp-675464,0.36,0.20597966,0.15402033999999998
mp-12006,0.33,0.17611404,0.15388596000000002
mp-2808,0.45,0.29619688,0.15380312000000002
mp-31093,0.24,0.086229846,0.153770154
mp-999076,0.36,0.5137132,0.1537132
mp-16648,0.24,0.08646749,0.15353251
mp-568106,0.32,0.16655658,0.15344342
mp-1910,0.31,0.4630009,0.1530009
mp-30595,0.34,0.18708543,0.15291457000000003
mp-4992,0.24,0.08768366,0.15231634
mp-675349,0.3,0.45207852,0.15207852
mp-15661,0.25,0.40191883,0.15191883
mp-973465,0.29,0.44182652,0.15182652000000002
mp-17095,0.22,0.37155777,0.15155777
mp-648,0.24,0.088468865,0.15153113499999998
mp-865530,0.39,0.23858483,0.15141517000000002
mp-1008625,0.28,0.12873586,0.15126414000000002
mp-641365,0.33,0.17889576,0.15110424000000003
mp-999336,0.34,0.49108678,0.15108677999999998
mp-11091,0.35,0.19907723,0.15092276999999998
mp-977057,0.2,0.049127057,0.150872943
mp-996996,0.33,0.17922367,0.15077633000000001
mp-1024067,0.3,0.14933486,0.15066513999999998
mp-1018633,0.5,0.34940177,0.15059823
mp-7979,0.33,0.17946647,0.15053353000000003
mp-974325,0.24,0.39046913,0.15046913
mp-863668,0.35,0.19982736,0.15017263999999997
mp-7104,0.34,0.19006808,0.14993192000000002
mp-10025,0.32,0.17017312,0.14982688
mp-865373,0.32,0.46974266,0.14974265999999997
mp-2025,0.15,0.2993582,0.14935820000000002
mp-550172,0.29,0.1407787,0.14922129999999997
mp-19807,0.26,0.40887612,0.14887612
mp-1798,0.19,0.041607365,0.148392635
mp-2091,0.19,0.3382104,0.14821040000000002
mp-865210,0.25,0.10181366,0.14818634
mp-862288,0.37,0.22209267,0.14790733
mp-1025420,0.26,0.11242722,0.14757278000000001
mp-8978,0.36,0.21249421,0.14750579
mp-22662,0.34,0.19265907,0.14734093000000004
mp-505071,0.39,0.24274854,0.14725146
mp-452,0.21,0.062825724,0.147174276
mp-863727,0.32,0.4668134,0.14681339999999998
mp-3015,0.22,0.36678547,0.14678547
mp-30443,0.19,0.33673233,0.14673233000000002
mp-865523,0.33,0.47658956,0.14658956
mp-2458,0.26,0.4065581,0.14655809999999997
mp-22232,0.29,0.43640453,0.14640453000000003
mp-1001826,0.45,0.59631073,0.14631073
mp-19384,0.27,0.41620386,0.14620385999999996
mp-5951,0.31,0.16392095,0.14607905
mp-30459,0.25,0.3959139,0.14591389999999999
mp-864745,0.32,0.1740921,0.1459079
mp-16321,0.22,0.36588895,0.14588895
mp-30080,0.54,0.3941217,0.14587830000000002
mp-755974,0.34,0.19423603,0.14576397000000002
mp-581754,0.28,0.13425745,0.14574255000000003
mp-6628,0.31,0.16457598,0.14542402
mp-770107,0.36,0.2146229,0.14537709999999998
mp-505332,0.25,0.10488872,0.14511128
mp-865531,0.27,0.1251127,0.14488730000000002
mp-11824,0.17,0.31471366,0.14471366
mp-865805,0.33,0.18551676,0.14448324
mp-22701,0.31,0.16555406,0.14444594
mp-569,0.38,0.23568518,0.14431482
mp-3385,0.3,0.15570222,0.14429778
mp-863704,0.3,0.15579148,0.14420851999999998
mp-9069,0.18,0.3238824,0.14388240000000002
mp-13498,0.28,0.13642977,0.14357023000000002
mp-14070,0.3,0.1567549,0.1432451
mp-861961,0.31,0.45319384,0.14319384000000002
mp-18895,0.29,0.14704506,0.14295493999999997
mp-36194,0.33,0.47279269,0.14279269
mp-10469,0.33,0.18744831,0.14255169
mp-557938,0.31,0.16765277,0.14234723
mp-1019380,0.22,0.36215538,0.14215538000000003
mp-866178,0.23,0.3721401,0.14214009999999996
mp-977440,0.4,0.257886,0.14211400000000002
mp-10118,0.21,0.35206276,0.14206275999999998
mp-864669,0.36,0.50192875,0.14192875000000005
mp-542172,0.16,0.30168086,0.14168086
mp-2098,0.47,0.3283465,0.1416535
mp-675531,0.15,0.008395478,0.14160452199999998
mp-35143,0.38,0.2384816,0.14151840000000002
mp-784630,0.32,0.17848907,0.14151093
mp-11393,0.26,0.11856462,0.14143538
mp-12908,0.36,0.50139517,0.14139517000000001
mp-2121,0.17,0.3113867,0.1413867
mp-567240,0.27,0.12895225,0.14104775000000003
mp-865179,0.29,0.43098694,0.14098694
mp-569017,0.26,0.11913918,0.14086082
mp-19292,0.28,0.42068768,0.14068767999999998
mp-684768,0.3,0.44048738,0.14048738
mp-23752,0.18,0.32041442,0.14041441999999998
mp-567276,0.41,0.26965386,0.14034613999999995
mp-9527,0.22,0.36030978,0.14030978000000002
mp-22801,0.29,0.43015093,0.14015093
mp-15805,0.26,0.40013814,0.14013813999999997
mp-753306,0.22,0.079914555,0.140085445
mp-755570,0.37,0.23039417,0.13960583
mp-2000,0.34,0.20043199,0.13956801000000002
mp-569568,0.21,0.070505545,0.139494455
mp-640708,0.27,0.40921795,0.13921794999999998
mp-553896,0.32,0.4591092,0.1391092
mp-989504,0.2,0.3390929,0.13909289999999996
mp-9056,-0.03,0.10907464,0.13907464
mp-541989,0.31,0.1709371,0.1390629
mp-2316,0.23,0.36901385,0.13901384999999997
mp-989388,0.06,0.19880815,0.13880815
mp-675120,0.29,0.4286822,0.13868220000000003
mp-11719,0.27,0.13142838,0.13857162
mp-862662,0.25,0.3885029,0.13850289999999998
mp-9964,0.36,0.49849015,0.13849015000000003
mp-10894,0.28,0.4184842,0.13848419999999995
mp-8860,0.29,0.15161805,0.13838194999999998
mp-758302,0.39,0.528346,0.13834599999999997
mp-983428,0.33,0.19181241,0.13818759000000003
mp-1009833,0.51,0.6481743,0.13817429999999997
mp-19080,0.32,0.1819923,0.1380077
mp-6008,0.24,0.37795675,0.13795675000000002
mp-401,0.23,0.09224619,0.13775381
mp-6754,0.33,0.19241022,0.13758978000000002
mp-571636,0.29,0.42756557,0.13756557000000003
mp-862928,0.4,0.26258463,0.13741537000000004
mp-510657,0.47,0.3326143,0.1373857
mp-29076,0.27,0.4073618,0.13736179999999998
mp-971922,0.27,0.40731126,0.13731126
mp-865152,0.37,0.23288892,0.13711108
mp-988,0.28,0.4168843,0.13688429999999996
mp-676861,0.25,0.113174185,0.13682581500000002
mp-865716,0.32,0.45657408,0.13657408
mp-3689,0.31,0.17358868,0.13641132
mp-761716,0.32,0.45621568,0.13621568
mp-7770,0.24,0.10386352,0.13613648
mp-556605,0.29,0.15394734,0.13605266
mp-1025565,0.32,0.4559195,0.13591949999999997
mp-571053,0.21,0.07432406,0.13567594
mp-1342,0.27,0.13438962,0.13561038000000003
mp-12065,0.37,0.50559735,0.13559734999999995
mp-865859,0.28,0.41535574,0.13535573999999995
mp-1024983,0.33,0.19475205,0.13524795
mp-977401,0.27,0.40499878,0.13499877999999998
mp-9195,0.35,0.21502922,0.13497077999999998
mp-19009,0.35,0.48481876,0.13481876000000004
mp-1025799,0.28,0.1453483,0.1346517
mp-30536,0.25,0.38457888,0.13457888
mp-626708,0.29,0.4243524,0.13435240000000004
mp-8896,0.27,0.13580032,0.13419968000000002
mp-961726,0.56,0.42592734,0.13407266000000007
mp-1018653,0.04,0.1739005,0.1339005
mp-8285,0.36,0.226252,0.13374799999999998
mp-17092,0.29,0.42371768,0.13371768
